rule,side,exit,n_is,n_oos,pf_is,pf_oos
vol_z_21_sft >= 1.674621|vol_z_200_sft <= -0.86,LONG,Ret_72,212,127,1.3868,1.311
natr_200_sft >= 0.227102|vol_z_144_sft >= -0.446939,LONG,Ret_72,210,195,1.2934,1.1028
vol_z_89_sft <= -1.370045|vol_z_48_sft >= -1.286116,LONG,Ret_96,237,143,1.2737,1.5149
natr_13_sft >= 0.217387|bbw_13_sft >= 0.010172|std_5_sft <= 0.75881,LONG,Ret_72,206,70,1.2506,2.0927
bbw_8_sft >= -3.16|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
natr_200_sft >= 0.227102|vol_z_120_sft <= 0.930988|vol_z_120_sft >= -0.408338,LONG,Ret_48,231,214,1.2869,0.9449
bbw_8_sft <= 0.002194|vol_z_8_sft <= -1.248868,LONG,Ret_96,260,124,1.4,1.1643
natr_21_sft <= 4.87|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
natr_21_sft >= 0.154328|vol_z_8_sft <= -1.545812|bbw_144_sft <= 0.02626,LONG,Ret_96,227,110,1.2733,2.1144
std_8_sft <= Close_sft|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
std_34_sft >= 6.19043|bbw_5_sft <= 0.002248,LONG,Ret_48,276,309,1.4209,1.2968
vol_z_48_sft <= -1.799152|natr_48_sft >= 0.183251,LONG,Ret_72,236,183,1.2571,1.3142
std_200_sft <= 9.09|std_21_sft >= 2.016376,LONG,Ret_72,240,30,1.2561,0.7157
natr_120_sft <= 0.327401|std_200_sft <= 7.97,LONG,Ret_72,200,14,1.3057,1.9539
std_34_sft >= 6.32|std_55_sft <= 6.89,LONG,Ret_48,222,120,1.2859,1.2689
vol_z_24_sft >= 1.597743|vol_z_89_sft <= -0.334506,LONG,Ret_72,202,115,1.4132,1.2752
vol_z_5_sft <= -1.376641|std_8_sft >= 1.683368|vol_z_55_sft <= -0.290199,LONG,Ret_72,215,214,1.2585,1.6685
natr_8_sft <= 0.215186|vol_z_34_sft >= -1.260982|bbw_120_sft <= 0.016661,LONG,Ret_48,246,79,1.3132,1.8446
natr_8_sft <= 0.170214|bbw_144_sft <= 0.018355,LONG,Ret_48,216,61,1.2762,1.9329
natr_120_sft >= 0.224096|vol_z_21_sft <= 0.803529|bbw_8_sft <= 0.003177,LONG,Ret_48,307,242,1.2793,1.1443
std_5_sft <= 0.75881|vol_z_34_sft >= 0.788692,LONG,Ret_72,241,55,1.2977,1.5322
vol_z_8_sft >= -1.545812|natr_13_sft <= 0.149287,LONG,Ret_48,216,52,1.2603,1.2885
vol_z_5_sft <= 3.34|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_21_sft <= 5.32|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
natr_200_sft >= 0.227102|natr_21_sft <= 0.3462|natr_34_sft <= Close_sft,LONG,Ret_96,212,176,1.28,1.4274
std_89_sft <= 15.141673|std_48_sft <= 3.378221,LONG,Ret_96,257,43,1.2618,1.1253
bbw_8_sft <= 0.002194|std_8_sft <= 2.760613,LONG,Ret_96,304,153,1.2543,1.2667
vol_z_200_sft <= 1.801536|natr_5_sft >= 0.378965,LONG,Ret_72,224,201,1.3616,1.465
std_34_sft <= 2.735518|natr_8_sft <= 0.141748,LONG,Ret_48,216,32,1.2855,0.8364
vol_z_5_sft >= 1.435161|std_120_sft <= 5.568195,LONG,Ret_48,229,14,1.3502,0.756
natr_200_sft >= 0.227102|vol_z_120_sft <= 0.930988,LONG,Ret_96,206,187,1.3083,1.2779
std_13_sft <= 1.469158|bbw_120_sft >= 0.016661,LONG,Ret_96,268,88,1.2523,1.1546
bbw_8_sft <= Close_sft|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
bbw_5_sft <= 0.17|std_21_sft <= 3.054573|vol_z_55_sft >= 0.867098,LONG,Ret_96,213,41,1.2749,2.3657
bbw_5_sft <= 0.002248|std_34_sft >= 6.19043,LONG,Ret_48,276,309,1.4209,1.2968
natr_200_sft <= 0.27821|bbw_55_sft <= 0.01531|std_8_sft <= 0.726908,LONG,Ret_96,201,39,1.2806,1.1731
bbw_5_sft <= 0.001474|bbw_8_sft <= 0.002194,LONG,Ret_96,246,118,1.3451,1.8523
std_144_sft <= 6.184653|vol_z_21_sft >= 0.803529,LONG,Ret_48,216,11,1.3099,1.3138
vol_z_5_sft <= Close_sft|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_120_sft >= -1.410417|std_21_sft <= 2.016376,LONG,Ret_96,270,56,1.2912,1.7677
std_21_sft <= 5.58|std_8_sft <= 0.726908,LONG,Ret_96,266,52,1.27,1.5639
std_21_sft >= 3.054573|vol_z_13_sft <= -1.592901,LONG,Ret_72,327,258,1.3604,1.2843
bbw_89_sft <= 0.029286|natr_13_sft <= 0.149287,LONG,Ret_48,216,54,1.2812,1.5767
bbw_55_sft >= 0.02261|natr_8_sft <= 0.280445,LONG,Ret_48,243,172,1.4133,1.2849
bbw_8_sft <= 0.002194|vol_z_8_sft >= -6.95,LONG,Ret_96,304,153,1.2543,1.2667
bbw_5_sft <= 0.001474|std_34_sft <= 2.5,LONG,Ret_72,206,32,1.3571,1.6234
vol_z_48_sft <= -1.799152|std_8_sft <= 0.726908,LONG,Ret_72,208,34,1.2921,2.4339
natr_13_sft >= 0.277146|std_8_sft <= 1.683368,LONG,Ret_48,216,61,1.2552,1.0611
std_24_sft <= 7.07|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
natr_48_sft <= Close_sft|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
bbw_8_sft <= 0.002194|natr_8_sft <= 0.363757|bbw_21_sft <= Close_sft,LONG,Ret_96,303,153,1.2571,1.2667
vol_z_55_sft >= -9.35|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
bbw_200_sft <= Close_sft|std_8_sft <= 0.726908|bbw_21_sft >= 0.004404,LONG,Ret_96,266,59,1.3287,1.6669
vol_z_144_sft <= -1.457436|std_34_sft <= 2.735518,LONG,Ret_72,203,43,1.2691,1.5933
bbw_13_sft <= 5.31|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
std_8_sft <= 0.726908|natr_13_sft <= 0.353002,LONG,Ret_96,278,65,1.313,1.593
vol_z_8_sft <= -1.248868|std_13_sft <= 1.045182,LONG,Ret_96,200,32,1.2925,1.5977
natr_5_sft >= -7.78|std_21_sft >= 0.02|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
std_5_sft <= 0.75881|std_8_sft >= 0.726908,LONG,Ret_96,378,167,1.3032,1.6465
vol_z_89_sft >= -1.370045|std_13_sft <= 1.045182,LONG,Ret_96,201,25,1.2858,1.8504
std_21_sft <= 6.49|std_48_sft <= 3.378221|natr_144_sft <= Close_sft,LONG,Ret_96,258,45,1.2583,1.1723
std_144_sft <= 9.075485|std_200_sft <= 10.871477,LONG,Ret_96,237,32,1.3461,0.9488
bbw_48_sft >= 0.021014|vol_z_144_sft <= 1.795831|bbw_21_sft >= 0.0088,LONG,Ret_96,217,167,1.3709,1.2926
std_8_sft <= 0.726908|natr_24_sft >= 0.180416,LONG,Ret_96,203,49,1.3164,1.4237
std_13_sft <= 2.287618|vol_z_48_sft >= 0.842775,LONG,Ret_48,296,47,1.3126,2.3232
std_34_sft >= 4.050388|std_89_sft <= 6.46,LONG,Ret_72,274,64,1.2657,0.8816
std_144_sft <= Close_sft|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
bbw_55_sft >= 0.02261|bbw_5_sft <= 0.002248|std_89_sft >= 4.785471,LONG,Ret_48,240,170,1.4554,1.1726
std_13_sft <= Close_sft|std_24_sft >= 5.149226|vol_z_120_sft <= 1.2,LONG,Ret_72,293,288,1.2811,1.3034
bbw_8_sft <= 0.002194|std_48_sft <= 7.394481,LONG,Ret_96,278,95,1.3045,1.3036
std_48_sft <= 3.378221|vol_z_8_sft <= 1.642852,LONG,Ret_96,256,43,1.27,1.0199
bbw_200_sft <= 0.022621|std_89_sft <= 15.141673|vol_z_5_sft >= 0.893421,LONG,Ret_48,241,78,1.252,1.3607
vol_z_48_sft >= -1.286116|std_8_sft <= 0.726908,LONG,Ret_72,271,48,1.2664,1.1189
bbw_89_sft <= 0.020122|std_48_sft >= 2.419202|std_5_sft <= 1.22,LONG,Ret_72,357,162,1.2558,1.5202
std_48_sft <= 3.378221|natr_48_sft <= 0.335629|natr_8_sft <= Close_sft,LONG,Ret_96,257,45,1.2666,1.1723
vol_z_89_sft <= -1.370045|vol_z_55_sft >= -1.307981,LONG,Ret_48,342,205,1.2803,1.2998
natr_21_sft <= 0.275318|bbw_24_sft <= Close_sft|natr_200_sft >= 0.227102,LONG,Ret_72,226,184,1.2731,1.2644
std_5_sft <= 2.077894|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
vol_z_120_sft <= 1.764268|bbw_8_sft <= 0.002194|bbw_55_sft <= 6.11,LONG,Ret_96,300,153,1.2509,1.3054
std_200_sft <= 10.871477|std_24_sft <= 2.210957|std_5_sft <= 0.75881,LONG,Ret_72,213,16,1.3985,0.3699
std_24_sft >= -8.32|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_48_sft <= -1.799152|vol_z_120_sft <= -1.410417,LONG,Ret_96,209,124,1.3023,1.5519
std_21_sft <= 2.016376|vol_z_55_sft <= 0.867098|vol_z_55_sft <= -1.43,LONG,Ret_96,244,58,1.2889,1.329
std_48_sft <= 3.378221|std_55_sft <= 8.01,LONG,Ret_96,258,44,1.2579,1.1225
natr_55_sft <= 0.221245|bbw_89_sft <= 0.020122|bbw_89_sft <= Close_sft,LONG,Ret_96,223,83,1.2681,1.9593
natr_5_sft >= 0.378965|natr_13_sft <= 0.353002,LONG,Ret_72,206,162,1.3802,1.9644
std_8_sft >= 1.072658|vol_z_120_sft <= Close_sft|vol_z_13_sft <= -1.592901,LONG,Ret_72,355,265,1.259,1.3056
bbw_8_sft >= 0.003177|bbw_21_sft <= 0.006008,LONG,Ret_96,325,163,1.2795,1.6888
std_48_sft <= 3.378221|std_5_sft >= -4.65,LONG,Ret_96,258,45,1.2583,1.1723
natr_144_sft >= 0.225372|natr_5_sft <= 0.211623,LONG,Ret_48,305,242,1.2897,1.3149
std_48_sft <= 3.378221|std_5_sft <= 3.11,LONG,Ret_96,257,44,1.262,1.1096
std_8_sft <= 0.726908|bbw_144_sft >= -0.38,LONG,Ret_96,279,65,1.3082,1.593
std_48_sft <= 3.378221|std_5_sft <= 2.72,LONG,Ret_96,257,44,1.259,1.0903
bbw_8_sft <= 0.002194|bbw_13_sft <= Close_sft,LONG,Ret_96,304,153,1.2543,1.2667
bbw_89_sft <= 0.020122|std_13_sft <= 1.045182,LONG,Ret_72,229,38,1.2689,0.9595
vol_z_55_sft >= -1.307981|vol_z_120_sft <= -1.410417,LONG,Ret_96,215,134,1.2718,1.526
natr_5_sft >= 0.162398|vol_z_144_sft <= -0.446939|bbw_13_sft >= 0.006566,LONG,Ret_96,256,167,1.2758,1.4768
bbw_48_sft >= 0.007403|vol_z_55_sft <= -1.92,LONG,Ret_96,243,153,1.2614,1.575
vol_z_8_sft <= -0.389454|std_55_sft <= 3.661666|vol_z_55_sft >= -4.62,LONG,Ret_96,226,37,1.3364,0.9503
bbw_8_sft <= 0.002194|vol_z_5_sft <= -1.157032,LONG,Ret_96,242,108,1.264,1.1503
std_55_sft <= 8.49|bbw_8_sft <= 0.002194,LONG,Ret_96,283,103,1.29,1.1886
natr_5_sft >= 0.378965|natr_34_sft <= 0.341322|bbw_13_sft >= -4.47,LONG,Ret_72,213,167,1.274,1.6918
std_89_sft <= 6.96738|vol_z_21_sft >= 0.803529,LONG,Ret_72,327,73,1.2652,0.9166
std_8_sft <= 0.726908|std_8_sft <= 4.41928,LONG,Ret_96,279,65,1.3082,1.593
std_48_sft <= 3.378221|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_13_sft >= -3.33|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
natr_24_sft <= 0.344588|bbw_200_sft >= 0.031557,LONG,Ret_96,239,159,1.2571,1.8881
std_13_sft <= 1.469158|bbw_89_sft <= 0.020122,LONG,Ret_96,250,76,1.2756,1.294
vol_z_48_sft <= -1.799152|bbw_48_sft >= 0.010012|vol_z_120_sft >= -1.92868,LONG,Ret_72,215,139,1.4385,1.3317
natr_144_sft >= -1.24|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
bbw_8_sft <= 0.002194|vol_z_21_sft <= 1.674621,LONG,Ret_96,304,153,1.2532,1.2667
vol_z_21_sft >= 1.674621|std_8_sft <= 2.760613,LONG,Ret_96,233,57,1.2789,0.8664
bbw_8_sft <= 0.002194|std_5_sft <= 3.430447,LONG,Ret_96,304,153,1.2543,1.2667
natr_120_sft <= Close_sft|std_8_sft <= 2.760613|vol_z_34_sft >= 1.630792,LONG,Ret_48,258,45,1.2852,2.429
bbw_120_sft <= 0.0238|vol_z_120_sft >= -1.06,LONG,Ret_96,253,126,1.2635,1.2947
std_55_sft >= 5.09|bbw_120_sft <= 0.0238,LONG,Ret_48,281,208,1.2826,1.2952
vol_z_48_sft <= -1.799152|bbw_55_sft >= 0.010807,LONG,Ret_72,255,180,1.2793,1.3108
vol_z_48_sft <= -1.799152|vol_z_89_sft <= -0.334506,LONG,Ret_96,272,157,1.2731,1.6221
vol_z_55_sft >= 0.867098|std_21_sft <= 3.054573,LONG,Ret_96,213,41,1.2749,2.3657
vol_z_24_sft <= 1.597743|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
vol_z_8_sft <= Close_sft|vol_z_34_sft <= Close_sft|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
natr_200_sft <= Close_sft|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
vol_z_5_sft >= 0.893421|std_200_sft <= 23.582862|bbw_200_sft <= 0.022621,LONG,Ret_48,241,81,1.252,1.3985
std_48_sft <= 3.378221|std_120_sft >= -7.71,LONG,Ret_96,258,45,1.2583,1.1723
std_5_sft >= 0.75881|vol_z_13_sft <= -1.592901,LONG,Ret_72,350,263,1.259,1.2356
std_200_sft <= 10.871477|bbw_24_sft <= 0.006573,LONG,Ret_72,259,47,1.2612,1.1177
std_21_sft <= 1.73,LONG,Ret_96,276,49,1.2504,1.1329
std_89_sft <= 6.96738|vol_z_8_sft <= -1.248868|natr_55_sft <= 0.221245,LONG,Ret_72,252,44,1.297,1.6493
std_48_sft <= 7.394481|bbw_8_sft <= 0.002194,LONG,Ret_96,278,95,1.3045,1.3036
vol_z_55_sft <= Close_sft|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
std_200_sft <= 9.17|std_21_sft >= 0.63,LONG,Ret_96,205,23,1.3229,0.7852
vol_z_120_sft <= -1.410417|vol_z_24_sft >= -0.291953,LONG,Ret_72,209,131,1.3914,1.7017
std_13_sft <= 1.469158|vol_z_24_sft <= 0.32,LONG,Ret_96,329,100,1.2582,1.3299
bbw_21_sft <= Close_sft|natr_5_sft <= 0.162398|std_34_sft >= 1.954364,LONG,Ret_96,286,144,1.2725,1.5464
natr_200_sft <= 0.27821|bbw_21_sft <= 0.006008,LONG,Ret_96,285,139,1.2976,1.6578
std_8_sft <= 0.726908|std_8_sft <= 2.760613,LONG,Ret_96,279,65,1.3082,1.593
natr_34_sft <= 6.35|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
bbw_13_sft <= 0.006566|std_24_sft >= 5.149226,LONG,Ret_72,253,249,1.3325,1.4202
natr_24_sft <= 0.344588|natr_200_sft >= 0.227102,LONG,Ret_96,210,174,1.2867,1.4823
std_13_sft <= 1.469158|std_8_sft <= 3.79|bbw_120_sft >= 0.016661,LONG,Ret_96,268,88,1.2523,1.1546
std_8_sft <= 0.65,LONG,Ret_96,246,50,1.2921,1.3794
vol_z_200_sft >= -0.5693|vol_z_21_sft <= -1.673403,LONG,Ret_48,269,171,1.2639,1.3841
bbw_144_sft <= 0.018355|natr_21_sft <= 0.219369,LONG,Ret_48,248,78,1.2891,1.8736
std_5_sft <= 0.75881|bbw_200_sft >= 0.031557,LONG,Ret_72,272,121,1.2539,1.8028
std_55_sft <= 3.661666|std_13_sft >= 1.469158,LONG,Ret_72,280,44,1.2526,1.2552
natr_5_sft <= 0.211623|bbw_48_sft >= 0.010012|std_13_sft <= 1.045182,LONG,Ret_96,203,37,1.253,1.7981
std_8_sft <= 0.726908|bbw_13_sft <= Close_sft,LONG,Ret_96,279,65,1.3082,1.593
natr_5_sft >= 0.162398|std_8_sft <= 0.726908,LONG,Ret_96,200,27,1.4246,0.9825
std_48_sft <= 3.378221|natr_5_sft <= Close_sft,LONG,Ret_96,258,45,1.2583,1.1723
std_8_sft <= 0.726908|std_21_sft >= 3.054573,LONG,Ret_72,200,59,1.3101,1.4609
std_48_sft <= 3.378221|vol_z_5_sft >= -5.11,LONG,Ret_96,258,45,1.2583,1.1723
std_21_sft >= 3.054573|std_8_sft <= 0.726908,LONG,Ret_72,200,59,1.3101,1.4609
vol_z_120_sft <= -1.410417|vol_z_55_sft >= -1.307981,LONG,Ret_96,215,134,1.2718,1.526
bbw_89_sft <= 0.020122|bbw_34_sft <= 0.008132,LONG,Ret_96,222,100,1.2727,1.591
std_8_sft <= 0.726908|std_48_sft >= -0.78|std_21_sft <= Close_sft,LONG,Ret_96,279,65,1.3082,1.593
std_8_sft <= 0.726908|natr_5_sft <= 0.378965,LONG,Ret_96,278,65,1.3151,1.593
std_144_sft <= 6.184653|natr_34_sft >= 0.158195,LONG,Ret_48,238,10,1.252,1.8712
natr_5_sft <= Close_sft|std_24_sft >= 3.3073|vol_z_55_sft <= -1.307981,LONG,Ret_96,204,193,1.3231,1.4279
vol_z_89_sft <= -1.370045|vol_z_8_sft <= -1.545812,LONG,Ret_72,261,154,1.3564,1.3949
vol_z_89_sft <= -0.38|natr_21_sft >= 0.219369,LONG,Ret_72,213,196,1.2646,1.3065
bbw_89_sft <= 0.020122|bbw_21_sft <= 0.004404|std_21_sft <= 2.016376,LONG,Ret_72,204,56,1.2932,0.7329
std_24_sft <= 7.668578|std_13_sft <= 0.92|std_13_sft <= Close_sft,LONG,Ret_96,218,33,1.2618,1.3795
vol_z_13_sft <= -1.248446|std_200_sft <= 7.585233,LONG,Ret_48,218,6,1.3154,3.6688
bbw_13_sft <= 0.015473|natr_200_sft >= 0.227102|bbw_48_sft >= 0.014148,LONG,Ret_72,245,239,1.2782,1.3499
std_55_sft <= 3.661666|bbw_5_sft <= 0.001474,LONG,Ret_72,206,33,1.2631,1.0906
vol_z_34_sft >= -9.47|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
bbw_24_sft >= -3.28|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
vol_z_48_sft <= -1.799152|bbw_24_sft >= -2.5|bbw_21_sft >= 0.006008,LONG,Ret_96,219,152,1.3683,1.6362
vol_z_200_sft <= -0.5693|vol_z_34_sft >= 0.788692,LONG,Ret_96,208,126,1.3722,1.4764
std_13_sft <= 1.469158|vol_z_48_sft <= -1.799152,LONG,Ret_96,229,60,1.2583,1.8007
std_89_sft <= 6.96738|std_48_sft <= 3.378221,LONG,Ret_96,215,29,1.2543,1.7332
natr_55_sft <= 0.221245|bbw_120_sft <= 0.0238,LONG,Ret_96,214,75,1.2815,1.5883
vol_z_8_sft <= -1.545812|std_34_sft <= 2.735518,LONG,Ret_72,236,23,1.4052,1.2735
std_55_sft <= Close_sft|bbw_8_sft <= 0.002194|std_48_sft <= Close_sft,LONG,Ret_96,304,153,1.2543,1.2667
std_200_sft <= 15.310061|std_8_sft <= 0.726908|bbw_144_sft <= Close_sft,LONG,Ret_96,252,42,1.318,1.476
vol_z_24_sft >= 1.597743|natr_120_sft <= 8.48|std_24_sft <= 3.3073,LONG,Ret_72,236,48,1.3543,1.6999
natr_5_sft <= 0.162398|vol_z_89_sft >= -1.877272,LONG,Ret_96,280,122,1.2992,1.4667
natr_21_sft >= -1.25|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
std_48_sft <= 7.394481|std_8_sft <= 1.072658|vol_z_13_sft >= -1.592901,LONG,Ret_96,325,83,1.2763,1.2875
vol_z_24_sft <= 2.57|bbw_120_sft <= 0.0238|vol_z_24_sft >= -0.291953,LONG,Ret_96,280,139,1.3193,1.4564
bbw_24_sft <= 0.00949|vol_z_5_sft <= -1.376641|vol_z_144_sft <= -0.446939,LONG,Ret_96,225,119,1.2591,1.9
std_8_sft <= 0.726908|bbw_34_sft <= Close_sft,LONG,Ret_96,279,65,1.3082,1.593
std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
bbw_8_sft <= 0.002194|bbw_89_sft <= Close_sft,LONG,Ret_96,304,153,1.2543,1.2667
bbw_21_sft <= 0.006008|natr_200_sft <= 0.27821,LONG,Ret_96,285,139,1.2976,1.6578
std_13_sft <= 2.287618|vol_z_24_sft >= 0.751257,LONG,Ret_96,227,40,1.2981,1.3543
bbw_55_sft <= 0.010807|vol_z_21_sft >= 0.803529,LONG,Ret_96,201,91,1.3115,1.4426
bbw_200_sft <= 0.043372|vol_z_8_sft >= 2.19|vol_z_24_sft >= 0.03,LONG,Ret_72,240,122,1.2569,1.1341
natr_48_sft <= Close_sft|vol_z_48_sft <= -1.286116|std_24_sft >= 3.3073,LONG,Ret_96,211,197,1.3155,1.3282
std_5_sft <= 0.75881|natr_200_sft <= Close_sft|vol_z_120_sft >= -1.92868,LONG,Ret_96,374,159,1.2681,1.5819
bbw_89_sft <= 0.020122|std_55_sft >= 5.307895,LONG,Ret_48,278,236,1.2801,1.4235
std_120_sft <= 8.227266|natr_24_sft <= 0.180416|std_120_sft <= 8.227266,LONG,Ret_72,203,31,1.2532,0.8544
vol_z_48_sft >= -1.286116|vol_z_89_sft <= -1.370045,LONG,Ret_96,237,143,1.2737,1.5149
bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
vol_z_55_sft <= -1.307981|std_21_sft >= 3.054573|bbw_13_sft <= 0.010172,LONG,Ret_72,223,218,1.2991,1.211
std_34_sft >= 1.954364|std_8_sft <= 0.726908,LONG,Ret_96,262,65,1.3281,1.5685
std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_13_sft <= -1.592901|natr_200_sft >= 0.227102,LONG,Ret_72,227,203,1.3099,1.197
vol_z_144_sft <= -1.457436|vol_z_5_sft <= -1.157032|natr_55_sft <= Close_sft,LONG,Ret_96,210,133,1.2626,1.5407
std_48_sft <= 3.378221|vol_z_120_sft >= -1.410417|vol_z_34_sft >= -1.774818,LONG,Ret_72,248,44,1.3393,0.9215
bbw_48_sft >= 0.010012|vol_z_48_sft <= -1.799152,LONG,Ret_72,249,176,1.2737,1.3133
bbw_8_sft <= 0.002194|vol_z_5_sft >= -8.12,LONG,Ret_96,304,153,1.2543,1.2667
vol_z_5_sft <= -1.157032|bbw_8_sft <= 0.002194,LONG,Ret_96,242,108,1.264,1.1503
vol_z_48_sft >= 0.842775|natr_34_sft <= 0.220473,LONG,Ret_48,228,74,1.2839,1.6431
vol_z_24_sft >= 1.597743|natr_48_sft <= 0.22116,LONG,Ret_72,200,65,1.3345,1.9366
std_8_sft <= 0.726908|std_21_sft <= 7.19688,LONG,Ret_96,276,59,1.3428,1.6316
std_8_sft <= 0.726908|std_24_sft >= -7.36,LONG,Ret_96,279,65,1.3082,1.593
std_144_sft <= Close_sft|std_120_sft <= 7.0,LONG,Ret_96,247,36,1.2561,1.0684
willr_13_sft >= -10.574783|willr_48_sft >= -47.676697,LONG,Ret_96,318,211,1.384,1.673
cci_13_sft <= 3.862034|stoch_34_sft >= 52.578186,LONG,Ret_96,341,221,1.3424,1.5207
willr_89_sft >= -74.489902|hour_sft >= 21.0,LONG,Ret_96,325,208,1.2953,1.6649
willr_24_sft >= -47.670113|cci_48_sft <= 88.992592,LONG,Ret_96,377,244,1.2947,1.4075
cci_55_sft >= -81.256191|hour_sft >= 21.0,LONG,Ret_96,335,212,1.3366,1.634
dow_sft >= -6.02|willr_48_sft >= -21.491477|hour_sft >= 18.0,LONG,Ret_72,289,196,1.4041,1.9403
willr_13_sft >= -10.574783|willr_55_sft >= -47.785381,LONG,Ret_96,311,208,1.4626,1.5413
stoch_8_sft <= 51.812485|willr_48_sft >= -21.491477,LONG,Ret_72,264,183,1.3872,1.763
willr_34_sft >= -47.338058|willr_13_sft >= -10.574783,LONG,Ret_96,334,221,1.2902,1.6358
hour_sft >= 18.0|cci_34_sft >= 6.13|willr_48_sft >= -21.491477,LONG,Ret_72,289,196,1.4012,1.9403
willr_34_sft >= -47.338058|willr_13_sft >= -10.574783|stoch_144_sft <= Close_sft,LONG,Ret_96,334,221,1.2902,1.6358
willr_13_sft >= -10.574783|willr_34_sft >= -22.086793,LONG,Ret_96,300,199,1.3733,1.5293
willr_21_sft >= -47.765285|cci_5_sft <= 8.24|hour_sft >= 18.0,LONG,Ret_96,276,179,1.3312,1.5304
cci_89_sft >= 7.09|willr_55_sft >= -9.120182|cci_21_sft <= 147.514725,LONG,Ret_96,202,155,1.4766,1.892
willr_8_sft >= -10.769713|cci_21_sft >= 4.947041|cci_144_sft >= -78.18689,LONG,Ret_96,334,223,1.2956,1.4184
willr_34_sft >= -9.820296|hour_sft >= 7.98|stoch_55_sft >= 52.002857,LONG,Ret_96,269,183,1.3526,1.6592
cci_13_sft >= 141.797266|stoch_8_sft <= 73.685162,LONG,Ret_96,280,176,1.3003,1.7185
cci_48_sft <= 88.992592|stoch_21_sft >= 52.372257|cci_13_sft <= 3.862034,LONG,Ret_96,357,227,1.3121,1.5111
willr_8_sft >= -10.769713|stoch_144_sft >= 25.448192|cci_48_sft >= -0.05,LONG,Ret_96,315,208,1.3093,1.5251
willr_120_sft >= -20.933372|cci_13_sft <= 141.797266,LONG,Ret_72,275,195,1.358,1.5415
cci_144_sft >= 10.995758|willr_34_sft >= -9.820296|willr_5_sft <= -11.066111,LONG,Ret_72,264,179,1.4644,1.9076
willr_13_sft >= -10.574783|cci_55_sft >= 5.796585,LONG,Ret_96,311,209,1.2815,1.4697
willr_55_sft >= -47.785381|stoch_55_sft <= 52.002857,LONG,Ret_96,282,170,1.3116,1.5365
willr_55_sft >= -47.785381|stoch_55_sft <= 52.002857|willr_120_sft <= -8.566356,LONG,Ret_96,282,170,1.3116,1.5365
cci_34_sft >= 6.342597|willr_8_sft >= -10.769713|cci_8_sft >= 86.080036,LONG,Ret_96,336,225,1.2835,1.4147
cci_144_sft >= 8.97|willr_24_sft >= -10.246335,LONG,Ret_72,315,211,1.3232,1.4992
dow_sft <= 5.0|willr_13_sft >= -10.574783|cci_55_sft >= 5.796585,LONG,Ret_96,311,209,1.2815,1.4697
cci_8_sft <= 86.080036|stoch_48_sft >= 78.212299|cci_120_sft >= 93.799591,LONG,Ret_72,246,166,1.4207,1.7365
willr_13_sft >= -10.574783|cci_48_sft >= 1.66,LONG,Ret_96,322,213,1.3044,1.5818
hour_sft >= 18.0|willr_34_sft >= -22.086793,LONG,Ret_72,303,206,1.3519,1.7814
willr_8_sft >= -10.769713|cci_21_sft >= -4.43|cci_48_sft >= -0.95,LONG,Ret_96,329,214,1.2964,1.4616
stoch_34_sft >= 52.578186|cci_13_sft <= 5.74,LONG,Ret_96,341,221,1.3316,1.6432
