rule,side,exit,n_is,n_oos,pf_is,pf_oos
natr_13_sft <= 0.61|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
std_200_sft <= 9.21|natr_13_sft <= 8.99,LONG,Ret_96,205,23,1.3094,0.7834
vol_z_13_sft <= -1.592901|bbw_24_sft >= 0.00949,LONG,Ret_72,330,222,1.2854,1.2338
vol_z_34_sft <= -0.3|natr_200_sft >= 0.227102,LONG,Ret_96,203,187,1.3486,1.3629
bbw_89_sft <= 5.17|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
natr_120_sft >= 0.224096|vol_z_120_sft <= 0.930988|vol_z_55_sft >= -1.307981,LONG,Ret_72,254,230,1.2514,1.2089
std_5_sft <= 0.75881|bbw_120_sft >= 0.016661,LONG,Ret_96,325,150,1.2868,1.4208
bbw_24_sft >= 0.004823|natr_5_sft <= 0.162398|std_8_sft >= 0.726908,LONG,Ret_96,277,142,1.2635,1.6176
std_144_sft <= 8.38|std_200_sft <= 10.871477,LONG,Ret_96,218,29,1.4381,0.7886
std_5_sft <= 0.75881|bbw_55_sft >= 0.02261,LONG,Ret_48,224,94,1.4173,1.0707
std_120_sft <= 6.89,LONG,Ret_96,239,34,1.2521,0.9262
std_48_sft <= 3.378221|std_13_sft <= 5.688889,LONG,Ret_96,258,45,1.2583,1.1723
std_200_sft <= 9.16,LONG,Ret_96,205,23,1.2992,0.7806
vol_z_8_sft <= 5.8|natr_5_sft <= 0.378965|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2644,1.1805
natr_120_sft >= 0.164382|vol_z_48_sft <= -1.799152|bbw_34_sft >= 0.008132,LONG,Ret_96,206,148,1.3479,1.6654
std_8_sft <= 0.726908|natr_144_sft <= Close_sft,LONG,Ret_96,279,65,1.3082,1.593
vol_z_55_sft >= 1.671507|std_5_sft <= Close_sft|std_13_sft <= 3.640449,LONG,Ret_72,203,50,1.5286,2.0767
vol_z_120_sft <= 0.930988|std_48_sft >= 3.378221|bbw_55_sft >= 0.02261,LONG,Ret_48,236,204,1.429,0.951
std_13_sft <= 2.287618|vol_z_55_sft <= -2.0,LONG,Ret_96,227,79,1.3085,1.6615
bbw_8_sft <= 0.002194|std_21_sft <= 7.19688,LONG,Ret_96,300,138,1.2567,1.5479
natr_5_sft <= 0.162398|std_34_sft >= 1.954364,LONG,Ret_96,286,144,1.2725,1.5464
std_48_sft <= 3.378221|bbw_200_sft <= 0.81,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_13_sft <= -1.592901|std_34_sft >= 6.19043,LONG,Ret_72,199,228,1.3097,1.2174
bbw_144_sft <= 0.02626|vol_z_8_sft <= -1.545812,LONG,Ret_96,245,111,1.2717,1.9923
std_34_sft >= 6.19043|natr_120_sft >= 0.164382|vol_z_5_sft <= -1.376641,LONG,Ret_48,304,356,1.289,1.1911
natr_21_sft >= -0.59|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_89_sft >= -6.59|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
std_13_sft <= 5.688889|bbw_8_sft <= 0.002194,LONG,Ret_96,303,146,1.253,1.279
bbw_144_sft >= -6.96|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
bbw_8_sft <= 0.002194|natr_5_sft >= 0.162398|natr_13_sft <= 0.353002,LONG,Ret_72,240,141,1.2713,1.3061
std_8_sft <= 0.726908|std_48_sft >= 2.419202,LONG,Ret_96,264,65,1.2864,1.593
natr_120_sft <= 0.327401|std_200_sft <= 9.18,LONG,Ret_96,205,23,1.2902,0.7833
std_21_sft <= 2.016376|vol_z_21_sft <= Close_sft|std_24_sft >= 2.210957,LONG,Ret_96,266,71,1.3314,1.6559
natr_200_sft <= 9.02|bbw_8_sft <= 0.002194|bbw_13_sft <= 0.010172,LONG,Ret_96,297,151,1.2641,1.2499
vol_z_34_sft >= -1.774818|vol_z_48_sft <= -1.799152,LONG,Ret_96,251,150,1.2718,1.3091
bbw_8_sft <= 0.002194|bbw_89_sft <= 0.020122,LONG,Ret_96,223,95,1.2945,1.5151
std_13_sft <= 2.287618|bbw_55_sft >= 0.02261|natr_21_sft <= Close_sft,LONG,Ret_48,240,83,1.3606,1.3003
std_8_sft <= 0.726908|natr_8_sft <= 0.280445,LONG,Ret_96,277,63,1.2824,1.7528
vol_z_120_sft <= 0.930988|natr_13_sft >= 0.277146,LONG,Ret_72,205,188,1.3259,1.1824
std_89_sft <= Close_sft|natr_21_sft <= 0.3462|bbw_144_sft >= 0.037391,LONG,Ret_48,217,168,1.2557,1.2476
std_24_sft <= 2.210957|natr_13_sft >= 0.149287|std_89_sft <= 6.96738,LONG,Ret_96,218,27,1.255,1.1917
bbw_89_sft <= 0.020122|bbw_24_sft <= 0.006573,LONG,Ret_72,284,122,1.3348,1.5031
std_21_sft >= -1.97|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
std_55_sft <= 5.307895|std_13_sft >= 3.640449,LONG,Ret_72,283,85,1.2741,0.8063
natr_200_sft >= 0.227102|bbw_13_sft <= 0.006566,LONG,Ret_96,202,166,1.2519,1.0694
std_5_sft <= 0.492177|std_8_sft <= 0.726908|bbw_89_sft <= 0.029286,LONG,Ret_96,203,40,1.4801,1.2269
natr_55_sft <= 0.334023|std_24_sft >= 5.68,LONG,Ret_48,323,338,1.2706,1.3316
std_89_sft <= 6.96738|std_144_sft >= 6.184653,LONG,Ret_72,263,81,1.2623,1.2967
std_48_sft <= Close_sft|std_8_sft <= 0.726908|natr_24_sft >= 0.155439,LONG,Ret_96,254,57,1.3209,1.7033
natr_5_sft <= 0.162398|bbw_34_sft <= 0.008132,LONG,Ret_72,272,111,1.32,1.7843
vol_z_200_sft <= Close_sft|bbw_24_sft >= 0.006573|vol_z_48_sft <= -1.799152,LONG,Ret_96,220,151,1.3698,1.5739
vol_z_13_sft <= -1.592901|vol_z_21_sft >= -1.200137,LONG,Ret_72,334,197,1.262,1.3824
std_8_sft <= 0.726908|bbw_144_sft <= 0.051953,LONG,Ret_96,268,63,1.2903,1.7935
vol_z_21_sft <= -1.673403|vol_z_200_sft >= -0.5693,LONG,Ret_48,269,171,1.2639,1.3841
std_48_sft <= 7.394481|std_200_sft <= 8.08,LONG,Ret_72,200,14,1.2664,1.7419
std_8_sft <= 0.726908|vol_z_24_sft <= 0.751257,LONG,Ret_96,277,65,1.3076,1.593
std_13_sft <= 2.287618|std_34_sft >= 6.19043,LONG,Ret_48,267,162,1.3931,1.4587
natr_21_sft <= 0.3462|bbw_144_sft >= 0.037391,LONG,Ret_48,217,168,1.2557,1.2476
vol_z_24_sft >= 0.751257|natr_13_sft >= 0.277146,LONG,Ret_96,226,189,1.2572,1.2615
bbw_8_sft >= 0.003177|std_48_sft <= 3.378221,LONG,Ret_96,254,43,1.2758,1.2242
natr_8_sft <= 0.280445|std_34_sft >= 6.27|natr_21_sft <= 0.3462,LONG,Ret_48,291,328,1.2578,1.6646
natr_5_sft >= 0.284373|bbw_21_sft <= 0.0088|bbw_144_sft >= -2.79,LONG,Ret_96,245,172,1.3587,1.5191
bbw_48_sft <= Close_sft|bbw_5_sft >= 0.005822|bbw_34_sft <= 0.008132,LONG,Ret_96,227,115,1.269,1.4083
std_8_sft <= 4.41928|vol_z_144_sft <= -0.76|bbw_144_sft <= 0.02626,LONG,Ret_96,205,106,1.2871,1.5823
natr_13_sft >= 0.217387|vol_z_89_sft <= 0.48,LONG,Ret_96,256,213,1.3465,1.3609
std_8_sft <= 0.726908|vol_z_13_sft <= -0.392608,LONG,Ret_96,273,65,1.3304,1.5794
bbw_5_sft <= 0.003591|vol_z_34_sft >= -1.774818|std_34_sft >= 6.19043,LONG,Ret_48,332,381,1.3078,1.2579
std_8_sft <= 1.072658|vol_z_24_sft >= -0.291953|std_144_sft <= 13.042778,LONG,Ret_96,245,43,1.2729,1.4263
bbw_144_sft <= Close_sft|std_8_sft <= 0.726908|vol_z_21_sft <= -1.200137,LONG,Ret_96,245,50,1.3302,2.2014
vol_z_55_sft <= Close_sft|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
bbw_120_sft <= 0.0238|vol_z_144_sft <= -0.446939,LONG,Ret_96,234,114,1.2537,1.5482
std_48_sft <= 3.378221|vol_z_8_sft >= -8.92,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_144_sft <= -0.446939|vol_z_21_sft >= 0.803529,LONG,Ret_96,234,145,1.3423,1.3749
bbw_21_sft <= 0.0088|natr_8_sft >= 0.280445,LONG,Ret_72,226,179,1.31,1.4845
std_48_sft <= 3.378221|vol_z_48_sft >= -3.5,LONG,Ret_96,258,45,1.2583,1.1723
std_144_sft >= 3.1|bbw_8_sft <= 0.002194,LONG,Ret_96,301,153,1.2865,1.2667
natr_200_sft >= 0.227102|vol_z_24_sft <= 2.04|vol_z_144_sft <= 0.950722,LONG,Ret_72,260,229,1.2968,1.2943
bbw_55_sft <= 0.010807|vol_z_200_sft >= -1.991249,LONG,Ret_72,283,128,1.2865,1.0296
std_5_sft <= 0.75881|natr_21_sft <= Close_sft|vol_z_34_sft >= 0.788692,LONG,Ret_72,241,55,1.2977,1.5322
std_48_sft <= 8.65|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_89_sft <= -0.334506|vol_z_48_sft <= -1.799152,LONG,Ret_96,272,157,1.2731,1.6221
std_34_sft >= 1.954364|bbw_8_sft <= 0.002194,LONG,Ret_96,291,152,1.2634,1.2692
natr_8_sft >= 0.141748|vol_z_8_sft >= 1.642852|vol_z_144_sft <= -0.446939,LONG,Ret_96,251,159,1.2778,1.3179
bbw_120_sft <= 0.0238|std_200_sft <= 10.871477|bbw_24_sft <= 0.014312,LONG,Ret_72,271,54,1.2607,0.8222
vol_z_200_sft <= 0.945483|vol_z_8_sft >= -1.545812|natr_120_sft >= 0.224096,LONG,Ret_72,254,226,1.2822,1.1181
std_13_sft >= 1.33|std_200_sft <= 7.585233|std_55_sft <= Close_sft,LONG,Ret_48,236,8,1.2982,1.2958
natr_5_sft >= -4.79|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
std_48_sft <= 3.378221|natr_8_sft <= 0.363757,LONG,Ret_96,258,45,1.2688,1.1784
std_8_sft <= 0.726908|natr_24_sft <= Close_sft,LONG,Ret_96,279,65,1.3082,1.593
std_55_sft <= 7.980703|vol_z_5_sft >= -1.376641|std_48_sft <= 3.378221,LONG,Ret_96,258,44,1.2674,1.1225
bbw_13_sft >= 0.003169|vol_z_55_sft <= -1.307981|bbw_48_sft >= 0.010012,LONG,Ret_96,262,188,1.2599,1.3411
bbw_5_sft >= 0.005822|bbw_21_sft <= 0.006008,LONG,Ret_72,233,120,1.3002,1.7195
std_5_sft >= 2.077894|std_34_sft <= 4.050388|vol_z_24_sft <= 0.15,LONG,Ret_96,209,97,1.3041,1.3923
vol_z_55_sft <= Close_sft|std_48_sft <= 3.378221|vol_z_34_sft <= 6.23,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_5_sft <= -1.157032|std_89_sft >= 3.540767|std_24_sft <= 2.210957,LONG,Ret_96,231,47,1.3412,1.477
std_8_sft <= 0.726908|bbw_55_sft <= Close_sft|bbw_89_sft <= Close_sft,LONG,Ret_96,279,65,1.3082,1.593
bbw_120_sft <= 0.0238|vol_z_24_sft >= 1.597743,LONG,Ret_72,258,119,1.2849,1.2783
std_48_sft >= -6.22|std_8_sft <= 0.726908|vol_z_24_sft >= -9.33,LONG,Ret_96,279,65,1.3082,1.593
bbw_120_sft <= 0.0238|natr_21_sft >= 0.179614,LONG,Ret_72,312,164,1.2554,1.3394
std_24_sft >= 2.210957|natr_5_sft <= 0.162398,LONG,Ret_96,266,142,1.3075,1.4934
bbw_5_sft >= 0.009348|vol_z_144_sft <= 0.950722,LONG,Ret_96,248,175,1.2763,1.4832
std_8_sft >= 0.726908|std_13_sft <= 1.045182|vol_z_144_sft >= -1.945098,LONG,Ret_96,216,34,1.3121,1.186
std_120_sft <= 8.227266|vol_z_89_sft <= -0.334506|bbw_5_sft <= 0.001474,LONG,Ret_72,220,40,1.2813,0.8147
bbw_34_sft <= 0.011669|natr_120_sft <= 0.185329,LONG,Ret_48,223,43,1.3161,1.0484
natr_24_sft <= Close_sft|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
std_8_sft <= 0.78|natr_144_sft >= 0.185768,LONG,Ret_96,203,63,1.255,1.8247
std_8_sft <= 0.726908|vol_z_48_sft <= Close_sft,LONG,Ret_96,279,65,1.3082,1.593
bbw_55_sft <= 0.031868|std_5_sft <= 0.75881,LONG,Ret_96,376,158,1.2669,1.5852
vol_z_89_sft <= Close_sft|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_24_sft >= -1.708722|vol_z_144_sft >= -1.457436|std_55_sft <= 4.24,LONG,Ret_96,251,49,1.2907,0.7908
bbw_48_sft <= 0.029847|std_5_sft <= 0.75881|vol_z_200_sft >= -1.519421,LONG,Ret_96,321,132,1.2694,1.5495
vol_z_8_sft <= Close_sft|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
natr_200_sft <= Close_sft|vol_z_144_sft <= 0.41|natr_144_sft >= 0.225372,LONG,Ret_72,238,205,1.3141,1.1296
bbw_24_sft <= 0.006573|bbw_89_sft <= 0.029286,LONG,Ret_72,355,167,1.2574,1.3066
vol_z_48_sft <= -1.799152|vol_z_13_sft >= -1.592901,LONG,Ret_96,274,166,1.2718,1.3835
vol_z_13_sft <= -1.592901|vol_z_21_sft >= -1.673403|std_24_sft >= 3.3073,LONG,Ret_72,296,232,1.2543,1.2653
vol_z_48_sft <= -0.29442|vol_z_34_sft >= -0.271333,LONG,Ret_72,334,201,1.2599,1.4829
bbw_21_sft >= 0.0088|std_24_sft <= 7.668578|vol_z_21_sft <= -1.673403,LONG,Ret_48,255,95,1.3222,1.2461
bbw_5_sft >= -3.95|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
std_13_sft >= -1.68|natr_5_sft <= Close_sft|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
bbw_13_sft <= 0.006566|vol_z_48_sft <= -2.04,LONG,Ret_96,220,107,1.2816,1.489
std_21_sft <= 4.77108|natr_144_sft >= 0.225372|bbw_48_sft >= 0.010012,LONG,Ret_72,270,154,1.2514,1.1929
bbw_8_sft <= 0.002194|bbw_5_sft >= -2.4,LONG,Ret_96,304,153,1.2543,1.2667
std_5_sft <= 3.430447|std_48_sft <= 3.378221,LONG,Ret_96,257,44,1.2663,1.1096
bbw_34_sft <= 0.008132|std_21_sft <= 2.016376,LONG,Ret_96,246,56,1.2585,1.3335
std_120_sft <= 5.568195|bbw_21_sft >= 0.004404,LONG,Ret_48,270,16,1.2603,0.4316
vol_z_34_sft >= 0.53|bbw_55_sft >= 0.01531|bbw_89_sft <= 0.020122,LONG,Ret_48,226,134,1.3021,1.3774
std_48_sft <= 3.378221|bbw_48_sft >= -1.59,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_24_sft >= -8.94|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
natr_5_sft >= -7.87|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
std_8_sft <= 0.726908|bbw_21_sft >= 0.006008,LONG,Ret_96,246,53,1.2891,1.4255
std_8_sft <= 0.726908|std_48_sft <= 11.129888,LONG,Ret_96,276,57,1.3028,1.3664
natr_144_sft >= -1.59|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
std_8_sft <= 0.726908|bbw_21_sft >= 0.004404,LONG,Ret_96,266,59,1.3287,1.6669
bbw_8_sft >= 0.007711|std_48_sft <= 3.378221,LONG,Ret_72,215,17,1.3102,0.8167
vol_z_13_sft >= -1.248446|std_21_sft <= 2.016376,LONG,Ret_96,306,71,1.2536,1.4809
vol_z_8_sft <= -0.389454|vol_z_5_sft <= -1.157032|std_55_sft <= 3.661666,LONG,Ret_96,208,32,1.2816,0.7598
std_5_sft <= 0.492177|vol_z_21_sft >= 0.06,LONG,Ret_72,216,46,1.5532,1.1756
std_200_sft <= 7.585233|std_8_sft <= 4.41928|bbw_13_sft >= 0.00438,LONG,Ret_48,235,7,1.2785,4.4799
std_200_sft <= 7.98,LONG,Ret_72,200,14,1.2858,1.9539
bbw_5_sft <= 0.002248|std_55_sft >= 7.980703,LONG,Ret_48,229,293,1.2863,1.1929
std_48_sft <= Close_sft|natr_13_sft >= 0.176006|std_8_sft <= 0.726908,LONG,Ret_96,210,44,1.3352,1.5257
vol_z_21_sft >= -1.200137|vol_z_13_sft <= -1.592901,LONG,Ret_72,334,197,1.262,1.3824
std_21_sft <= 2.016376|natr_13_sft >= 0.217387,LONG,Ret_48,229,27,1.3147,0.672
std_144_sft <= 7.36|natr_144_sft <= Close_sft|bbw_24_sft >= -4.65,LONG,Ret_96,216,24,1.2706,1.7228
std_48_sft <= 4.88495|natr_24_sft <= Close_sft|std_34_sft <= 2.735518,LONG,Ret_96,262,46,1.2653,0.9873
std_24_sft >= 5.149226|std_21_sft <= 4.77108,LONG,Ret_48,334,239,1.2689,1.4422
std_13_sft <= 1.469158|natr_13_sft <= Close_sft|std_120_sft <= 5.568195,LONG,Ret_48,233,11,1.2685,0.7395
bbw_5_sft <= 0.003591|bbw_48_sft >= 0.021014|natr_48_sft <= 0.335629,LONG,Ret_48,263,188,1.3988,1.0894
vol_z_13_sft <= 3.27|std_8_sft <= 0.726908|bbw_48_sft <= Close_sft,LONG,Ret_96,279,65,1.3082,1.593
std_13_sft <= 0.99,LONG,Ret_96,237,46,1.3011,1.6985
vol_z_21_sft >= -1.673403|std_21_sft <= 2.016376|vol_z_8_sft <= 1.642852,LONG,Ret_96,305,72,1.2668,1.3673
std_24_sft >= 2.210957|std_21_sft <= 2.016376,LONG,Ret_96,266,71,1.3314,1.6559
vol_z_24_sft <= -0.291953|std_200_sft <= 10.871477,LONG,Ret_96,243,48,1.2627,0.7018
natr_13_sft >= 0.217387|std_5_sft <= 0.75881|std_48_sft <= Close_sft,LONG,Ret_96,247,119,1.2981,1.7377
vol_z_24_sft >= 1.597743|natr_5_sft >= 0.378965,LONG,Ret_72,232,198,1.2726,1.516
natr_8_sft <= 0.280445|natr_89_sft >= 0.222443,LONG,Ret_96,211,172,1.3388,1.5246
std_34_sft >= 1.954364|natr_5_sft <= 0.162398,LONG,Ret_96,286,144,1.2725,1.5464
vol_z_48_sft <= -1.286116|vol_z_34_sft >= -1.260982,LONG,Ret_96,274,175,1.2575,1.3662
natr_5_sft <= 0.162398|vol_z_13_sft <= -1.248446,LONG,Ret_72,362,171,1.2643,1.6638
bbw_144_sft <= 0.53|vol_z_5_sft <= 4.9|std_8_sft <= 0.72,LONG,Ret_96,273,63,1.3409,1.589
std_48_sft <= 3.378221|bbw_5_sft >= -2.78,LONG,Ret_96,258,45,1.2583,1.1723
natr_8_sft <= Close_sft|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
vol_z_89_sft <= Close_sft|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
natr_8_sft <= Close_sft|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.2583,1.1723
std_34_sft <= 2.47|std_89_sft <= 6.96738,LONG,Ret_72,236,19,1.2709,1.0162
bbw_5_sft >= 0.003591|std_21_sft <= 2.016376,LONG,Ret_96,284,51,1.3681,1.5964
vol_z_48_sft >= 0.842775|bbw_55_sft <= 0.01531,LONG,Ret_96,229,113,1.2587,1.5885
std_48_sft <= 3.378221|bbw_120_sft >= -0.03,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_5_sft <= -1.157032|bbw_200_sft <= 0.022621|vol_z_89_sft <= 1.737015,LONG,Ret_48,227,85,1.2703,1.3816
std_55_sft <= 11.956969|bbw_48_sft >= 0.021014,LONG,Ret_24,447,118,1.2952,0.8549
vol_z_55_sft <= -1.307981|vol_z_120_sft <= 1.764268|bbw_24_sft >= 0.006573,LONG,Ret_96,278,193,1.3042,1.4324
vol_z_55_sft <= -1.307981|bbw_200_sft >= 0.031557|bbw_144_sft >= 0.01412,LONG,Ret_72,216,166,1.3454,1.4308
vol_z_24_sft >= 0.751257|bbw_5_sft <= 6.61|vol_z_144_sft <= -0.446939,LONG,Ret_96,223,138,1.3951,1.3945
std_8_sft <= 0.726908|std_24_sft >= 1.578101,LONG,Ret_96,263,65,1.2803,1.593
natr_13_sft >= 0.277146|vol_z_21_sft <= 1.674621,LONG,Ret_96,214,189,1.2666,1.3034
natr_120_sft >= -6.42|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
bbw_55_sft <= 0.02261|vol_z_21_sft >= 1.674621|bbw_21_sft <= 0.0088,LONG,Ret_96,207,111,1.3204,1.5317
natr_13_sft <= 0.149287|vol_z_21_sft <= -0.307313,LONG,Ret_48,219,54,1.2535,1.5165
vol_z_144_sft <= -0.446939|std_8_sft >= 2.760613,LONG,Ret_96,212,173,1.2606,1.3458
std_48_sft <= 3.378221|natr_200_sft <= Close_sft,LONG,Ret_96,258,45,1.2583,1.1723
natr_8_sft >= 0.215186|vol_z_89_sft <= -0.334506|bbw_5_sft >= 0.001474,LONG,Ret_96,234,179,1.3036,1.6592
bbw_48_sft <= Close_sft|bbw_8_sft <= 0.002194,LONG,Ret_96,304,153,1.2543,1.2667
std_34_sft >= 6.42|vol_z_8_sft <= -1.248868|vol_z_89_sft <= 0.912652,LONG,Ret_48,242,319,1.3708,1.2397
bbw_8_sft <= 0.002194|std_200_sft <= Close_sft,LONG,Ret_96,304,153,1.2543,1.2667
bbw_48_sft >= -0.36|std_48_sft <= 3.378221|bbw_89_sft <= Close_sft,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_120_sft <= 1.764268|vol_z_24_sft >= -0.291953|std_21_sft <= 2.016376,LONG,Ret_48,336,43,1.256,0.6666
bbw_34_sft <= 0.011669|vol_z_48_sft <= -2.01,LONG,Ret_96,201,101,1.2653,1.2295
vol_z_89_sft <= -1.370045|vol_z_8_sft <= -1.248868,LONG,Ret_72,307,183,1.2977,1.686
vol_z_21_sft <= -0.307313|vol_z_144_sft <= -0.446939|std_200_sft <= 8.65,LONG,Ret_48,227,20,1.3149,2.1446
vol_z_48_sft <= -1.286116|natr_5_sft <= 6.02|bbw_24_sft >= 0.00949,LONG,Ret_96,216,156,1.2706,1.6458
std_5_sft <= 1.24561|std_34_sft >= 6.19043,LONG,Ret_48,337,264,1.3123,1.4336
bbw_8_sft <= 0.002194|vol_z_13_sft >= -7.51,LONG,Ret_96,304,153,1.2543,1.2667
bbw_55_sft >= 0.01531|natr_8_sft <= 0.280445|bbw_48_sft >= 0.021014,LONG,Ret_48,274,188,1.315,1.3099
bbw_21_sft <= 0.006008|vol_z_55_sft >= -1.307981,LONG,Ret_96,301,144,1.2645,2.4134
std_200_sft <= 9.09,LONG,Ret_96,203,23,1.3049,0.8205
vol_z_120_sft <= 0.930988|natr_120_sft >= 0.224096|bbw_24_sft >= 0.00949,LONG,Ret_72,236,223,1.3662,1.1621
std_13_sft <= 1.469158|vol_z_13_sft >= 0.97029,LONG,Ret_72,216,27,1.2694,0.4798
std_144_sft <= 9.075485|bbw_8_sft <= 0.002194,LONG,Ret_96,204,32,1.2924,0.9803
bbw_8_sft <= 0.002194|bbw_8_sft <= 0.004852,LONG,Ret_96,304,153,1.2543,1.2667
bbw_21_sft <= 0.004404|vol_z_24_sft >= -1.708722,LONG,Ret_96,235,100,1.2528,2.1049
natr_24_sft <= 0.180416|std_24_sft <= 7.69|natr_120_sft <= 0.185329,LONG,Ret_48,225,41,1.2623,1.0772
std_8_sft <= 0.726908|std_120_sft <= 11.990304,LONG,Ret_96,250,42,1.2995,1.5216
bbw_120_sft <= 0.0238|bbw_55_sft >= 0.01531|std_34_sft >= 4.050388,LONG,Ret_72,223,129,1.3287,1.3283
bbw_24_sft <= 0.006573|vol_z_5_sft <= -1.376641,LONG,Ret_96,225,107,1.2713,1.7513
vol_z_34_sft >= -0.271333|vol_z_144_sft <= -0.53,LONG,Ret_96,249,148,1.2788,1.4048
bbw_8_sft <= 0.002194|bbw_48_sft >= 0.007403,LONG,Ret_96,287,150,1.2529,1.2723
vol_z_21_sft >= 1.674621|std_34_sft <= Close_sft|std_21_sft <= 3.054573,LONG,Ret_96,226,38,1.3938,1.2504
vol_z_8_sft <= -1.545812|vol_z_89_sft <= -1.370045|natr_13_sft >= 0.149287,LONG,Ret_72,204,143,1.4005,1.2964
bbw_8_sft <= 0.002194|bbw_120_sft <= 3.28,LONG,Ret_96,304,153,1.2543,1.2667
vol_z_13_sft <= -1.248446|bbw_89_sft <= 0.014233|bbw_21_sft <= 0.013332,LONG,Ret_72,200,76,1.2552,1.708
bbw_48_sft >= 0.021014|std_13_sft <= 3.640449,LONG,Ret_24,442,208,1.2831,0.8736
natr_21_sft <= Close_sft|natr_13_sft <= 0.353002|std_48_sft <= 3.378221,LONG,Ret_96,258,45,1.27,1.1723
vol_z_48_sft >= 1.657311|std_13_sft <= 3.640449,LONG,Ret_72,208,50,1.4597,2.7068
vol_z_89_sft <= -1.877272|vol_z_13_sft >= -1.78,LONG,Ret_96,227,137,1.2504,1.3935
natr_8_sft <= 6.5|vol_z_89_sft <= -1.53,LONG,Ret_96,272,169,1.2854,1.4017
vol_z_24_sft >= 2.08|vol_z_89_sft <= 1.737015,LONG,Ret_72,285,176,1.2741,1.3376
std_8_sft <= 0.726908|std_34_sft >= 1.954364,LONG,Ret_96,262,65,1.3281,1.5685
bbw_120_sft <= 0.0238|vol_z_48_sft >= 0.842775|vol_z_89_sft >= -4.22,LONG,Ret_96,217,108,1.31,1.69
bbw_13_sft >= 0.00438|std_5_sft <= 0.75881,LONG,Ret_96,361,155,1.2596,1.4758
std_144_sft <= 9.075485|bbw_5_sft <= 0.001474,LONG,Ret_96,222,39,1.2536,1.0632
std_34_sft >= 6.19043|vol_z_200_sft <= 0.26|std_13_sft >= 1.045182,LONG,Ret_48,225,285,1.3382,1.3199
bbw_144_sft <= 0.018355|natr_89_sft <= 0.222443|natr_89_sft <= 0.32954,LONG,Ret_48,225,58,1.2707,1.9429
std_48_sft <= 3.378221|vol_z_21_sft >= -1.673403,LONG,Ret_96,256,45,1.2538,1.1726
vol_z_24_sft >= 1.84|bbw_5_sft <= 0.005822,LONG,Ret_48,220,120,1.4159,1.6382
bbw_48_sft <= 0.010012|std_5_sft >= 2.077894,LONG,Ret_96,223,122,1.2529,1.2133
std_8_sft >= 2.760613|bbw_21_sft <= 0.0088,LONG,Ret_96,258,211,1.3551,1.418
bbw_13_sft >= 0.00438|vol_z_89_sft <= -1.370045|std_89_sft <= Close_sft,LONG,Ret_48,384,249,1.2774,1.2378
std_48_sft <= 3.378221|natr_8_sft <= Close_sft,LONG,Ret_96,258,45,1.2583,1.1723
vol_z_89_sft >= -1.370045|bbw_8_sft <= 0.002194,LONG,Ret_72,292,132,1.2735,1.4729
std_200_sft <= 10.871477|vol_z_24_sft <= -0.291953,LONG,Ret_96,243,48,1.2627,0.7018
bbw_89_sft <= 0.020122|bbw_21_sft <= 0.006008,LONG,Ret_72,289,129,1.296,1.6428
std_21_sft <= 1.87,LONG,Ret_96,295,65,1.2741,1.1124
vol_z_21_sft >= 1.674621|std_21_sft <= 3.054573,LONG,Ret_96,226,38,1.3938,1.2504
natr_13_sft <= 0.217387|natr_120_sft <= 0.278211|bbw_89_sft <= 0.020122,LONG,Ret_96,262,119,1.3037,1.6489
